,name,Website,Type,Size,address3,city,state,zip,Public/Private,For-Profit/NFP,Primarily_Associates?
1370,Mercy College of Health Sciences,www.mchs.edu,"4-year, primarily associate's, Private not-for-profit",669.0,928 Sixth Ave,Des Moines,Iowa,50309-1239,Private,NFP,Yes
1371,Mercy College of Northwest Ohio,www.mercycollege.edu,"4-year, primarily associate's, Private not-for-profit",921.0,2221 Madison Avenue,Toledo,Ohio,43604-1132,Private,NFP,Yes
1372,Mercyhurst College,www.mercyhurst.edu,"4-year, Private not-for-profit",4326.0,501 E 38th St,Erie,Pennsylvania,16546,Private,NFP,No
1373,Meredith College,www.meredith.edu,"4-year, Private not-for-profit",2250.0,3800 Hillsborough St,Raleigh,North Carolina,27607-5298,Private,NFP,No
1374,Merrimack College,www.merrimack.edu,"4-year, Private not-for-profit",2143.0,315 Turnpike St,North Andover,Massachusetts,01845,Private,NFP,No
1375,Mesa State College,www.mesastate.edu,"4-year, Public",6262.0,1100 North Avenue,Grand Junction,Colorado,81501-3122,Public,NFP,No
1376,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,,"4-year, Private not-for-profit",39.0,510 Dahill Rd,Brooklyn,New York,11218,Private,NFP,No
1377,Mesivta Torah Vodaath Rabbinical Seminary,,"4-year, Private not-for-profit",265.0,425 E 9th St,Brooklyn,New York,11218,Private,NFP,No
1378,Mesivtha Tifereth Jerusalem of America,,"4-year, Private not-for-profit",93.0,145 E Broadway,New York,New York,10002-6301,Private,NFP,No
1379,Messenger College,www.messengercollege.edu,"4-year, Private not-for-profit",71.0,300 E 50th St,Joplin,Missouri,64804-4909,Private,NFP,No
1380,Messiah College,www.messiah.edu,"4-year, Private not-for-profit",2802.0,One College Ave,Grantham,Pennsylvania,17027,Private,NFP,No
1381,Methodist College of Nursing,www.mcon.edu,"4-year, Private not-for-profit",126.0,415 St. Mark Court,Peoria,Illinois,61603,Private,NFP,No
1382,Methodist Theological School in Ohio,www.mtso.edu,"4-year, Private not-for-profit",222.0,3081 Columbus Pike,Delaware,Ohio,43015-3211,Private,NFP,No
1383,Methodist University,www.methodist.edu,"4-year, Private not-for-profit",2190.0,5400 Ramsey St,Fayetteville,North Carolina,28311-1420,Private,NFP,No
1384,Metropolitan College of New York,www.mcny.edu,"4-year, Private not-for-profit",987.0,431 Canal St,New York,New York,10013-1919,Private,NFP,No
1385,Metropolitan State College of Denver,www.mscd.edu,"4-year, Public",21729.0,Speer Blvd and Colfax Ave,Denver,Colorado,80217-3362,Public,NFP,No
1386,Metropolitan State University,www.metrostate.edu,"4-year, Public",6939.0,700 E Seventh St,Saint Paul,Minnesota,55106-5000,Public,NFP,No
1387,MGH Institute of Health Professions,www.mghihp.edu,"4-year, Private not-for-profit",835.0,36 1st Avenue,Boston,Massachusetts,02129-4557,Private,NFP,No
1388,Miami Dade College,www.mdc.edu/main/,"4-year, primarily associate's, Public",57222.0,300 NE 2nd Ave.,Miami,Florida,33132-2297,Public,NFP,Yes
1389,Miami University-Hamilton,www.ham.muohio.edu,"4-year, Public",2858.0,1601 University Blvd,Hamilton,Ohio,45011,Public,NFP,No
1390,Miami University-Middletown,www.mid.muohio.edu,"4-year, Public",1965.0,4200 E University Blvd,Middletown,Ohio,45042,Public,NFP,No
1391,Miami University-Oxford,www.muohio.edu,"4-year, Public",17191.0,500 High St,Oxford,Ohio,45056,Public,NFP,No
1392,Michigan Jewish Institute,www.mji.edu,"4-year, primarily associate's, Private not-for-profit",71.0,25401 Coolidge Hwy,Oak Park,Michigan,48237,Private,NFP,Yes
1393,Michigan School of Professional Psychology,www.mispp.edu,"4-year, Private not-for-profit",127.0,26811 Orchard Lake Rd.,Farmington Hills,Michigan,48334-4512,Private,NFP,No
1394,Michigan State University,www.msu.edu,"4-year, Public",46510.0,East Lansing,,Michigan,48824-1046,Public,NFP,No
1395,Michigan State University College of Law,www.law.msu.edu,"4-year, Private not-for-profit",956.0,368 Law College Bldg,East Lansing,Michigan,48824-1300,Private,NFP,No
1396,Michigan Technological University,www.mtu.edu,"4-year, Public",7009.0,1400 Townsend Drive,Houghton,Michigan,49931-1295,Public,NFP,No
1397,Michigan Theological Seminary,www.mts.edu,"4-year, Private not-for-profit",184.0,41550 E Ann Arbor Trail,Plymouth,Michigan,48170,Private,NFP,No
1398,Mid-America Christian University,www.macu.edu,"4-year, Private not-for-profit",997.0,3500 SW 119th St,Oklahoma City,Oklahoma,73170-9797,Private,NFP,No
1399,Mid-America College of Funeral Service,www.mid-america.edu,"4-year, primarily associate's, Private not-for-profit",77.0,3111 Hamburg Pke,Jeffersonville,Indiana,47130,Private,NFP,Yes
1400,MidAmerica Nazarene University,www.mnu.edu,"4-year, Private not-for-profit",1743.0,2030 E College Way,Olathe,Kansas,66062-1899,Private,NFP,No
1401,Mid-Continent University,www.midcontinent.edu,"4-year, Private not-for-profit",1636.0,99 Powell Rd E,Mayfield,Kentucky,42066-9007,Private,NFP,No
1402,Middle Georgia College,www.mgc.edu,"4-year, primarily associate's, Public",3434.0,1100 Second St SE,Cochran,Georgia,31014-1599,Public,NFP,Yes
1403,Middle Tennessee School of Anesthesia Inc,www.MTSA.edu,"4-year, Private not-for-profit",213.0,315 Hospital Drive,Madison,Tennessee,37116,Private,NFP,No
1404,Middle Tennessee State University,www.mtsu.edu,"4-year, Public",23872.0,1301 East Main Street,Murfreesboro,Tennessee,37132,Public,NFP,No
1405,Middlebury College,www.middlebury.edu,"4-year, Private not-for-profit",2455.0,Old Chapel,Middlebury,Vermont,05753,Private,NFP,No
1406,Midland College,www.midland.edu,"4-year, primarily associate's, Public",5795.0,3600 N Garfield,Midland,Texas,79705,Public,NFP,Yes
1407,Midland Lutheran College,www.MLC.edu,"4-year, Private not-for-profit",803.0,900 N. Clarkson,Fremont,Nebraska,68025,Private,NFP,No
1408,Midstate College,www.midstate.edu,"4-year, primarily associate's, Private for-profit",647.0,411 W Northmoor Road,Peoria,Illinois,61614-3595,Private,For-Profit,Yes
1409,Midway College,www.midway.edu,"4-year, Private not-for-profit",1283.0,512 E. Stephens St,Midway,Kentucky,40347-1120,Private,NFP,No
1410,Midwest College of Oriental Medicine,www.Acupuncture.edu,"4-year, Private for-profit",156.0,"4334 N Hazel, Suite 206",Chicago,Illinois,60613-1429,Private,For-Profit,No
1411,Midwest College of Oriental Medicine,www.Acupuncture.edu,"4-year, Private for-profit",117.0,6232 Bankers Road,Racine,Wisconsin,53403-9747,Private,For-Profit,No
1412,Midwest University,www.midwest.edu,"4-year, Private not-for-profit",223.0,851 Parr Rd,Wentzville,Missouri,63385,Private,NFP,No
1413,Midwestern Baptist Theological Seminary,www.mbts.edu,"4-year, Private not-for-profit",654.0,5001 N. Oak Trafficway,Kansas City,Missouri,64118-4697,Private,NFP,No
1414,Midwestern State University,www.mwsu.edu,"4-year, Public",6093.0,3410 Taft Blvd,Wichita Falls,Texas,76308-2099,Public,NFP,No
1415,Midwestern University,www.midwestern.edu,"4-year, Private not-for-profit",1998.0,555 31st Street,Downers Grove,Illinois,60515-5514,Private,NFP,No
1416,Midwestern University,www.midwestern.edu,"4-year, Private not-for-profit",1787.0,19555 N 59th Ave,Glendale,Arizona,85308,Private,NFP,No
1417,Miles College,www.miles.edu,"4-year, Private not-for-profit",1786.0,5500 Myron Massey Blvd,Fairfield,Alabama,35064,Private,NFP,No
1418,Miller-Motte College,www.miller-motte.com,"4-year, primarily associate's, Private for-profit",737.0,5000 Market Street,Wilmington,North Carolina,28405,Private,For-Profit,Yes
1419,Millersville University of Pennsylvania,www.millersville.edu,"4-year, Public",8320.0,20 Dilworth Rd,Millersville,Pennsylvania,17551-0302,Public,NFP,No
1420,Milligan College,www.milligan.edu,"4-year, Private not-for-profit",1018.0,Milligan Hwy,Milligan College,Tennessee,37682,Private,NFP,No
1421,Millikin University,www.millikin.edu,"4-year, Private not-for-profit",2344.0,1184 W Main St,Decatur,Illinois,62522-2084,Private,NFP,No
1422,Mills College,www.mills.edu,"4-year, Private not-for-profit",1476.0,5000 MacArthur Blvd,Oakland,California,94613,Private,NFP,No
1423,Millsaps College,www.millsaps.edu,"4-year, Private not-for-profit",1118.0,1701 N State St,Jackson,Mississippi,39210-0001,Private,NFP,No
1424,Milwaukee Institute of Art & Design,www.miad.edu,"4-year, Private not-for-profit",669.0,273 E Erie St,Milwaukee,Wisconsin,53202-6003,Private,NFP,No
1425,Milwaukee School of Engineering,www.msoe.edu,"4-year, Private not-for-profit",2621.0,1025 N Broadway,Milwaukee,Wisconsin,53202-3109,Private,NFP,No
1426,Minneapolis College of Art and Design,WWW.MCAD.EDU,"4-year, Private not-for-profit",741.0,2501 Stevens Ave,Minneapolis,Minnesota,55404,Private,NFP,No
1427,Minnesota School of Business,www.msbcollege.edu,"4-year, primarily associate's, Private for-profit",715.0,2521 Pennington Drive NW,Rochester,Minnesota,55901,Private,For-Profit,Yes
1428,Minnesota School of Business,,"4-year, primarily associate's, Private for-profit",751.0,3680 Pheasant Ridge Dr NE,Blaine,Minnesota,55449,Private,For-Profit,Yes
1429,Minnesota School of Business,www.msbcollege.edu,"4-year, primarily associate's, Private for-profit",1665.0,1401 W 76 St,Richfield,Minnesota,55423,Private,For-Profit,Yes
1430,Minnesota School of Business,www.msbcollege.edu,"4-year, primarily associate's, Private for-profit",519.0,1455 County Rd 101 North,Plymouth,Minnesota,55447,Private,For-Profit,Yes
1431,Minnesota School of Business-Brooklyn Center,www.msbcollege.edu,"4-year, primarily associate's, Private for-profit",688.0,5910 Shingle Creek Pky,Brooklyn Center,Minnesota,55430,Private,For-Profit,Yes
1432,Minnesota School of Business-Shakopee,www.msbcollege.edu,"4-year, primarily associate's, Private for-profit",502.0,1200 Shakopee Town Square,Shakopee,Minnesota,55379,Private,For-Profit,Yes
1433,Minnesota School of Business-Waite Park,www.msbcollege.edu,"4-year, primarily associate's, Private for-profit",968.0,1201 2nd Street South,Waite Park,Minnesota,56387,Private,For-Profit,Yes
1434,Minnesota State University-Mankato,www.mnsu.edu,"4-year, Public",14621.0,South Rd and Ellis Ave,Mankato,Minnesota,56001,Public,NFP,No
1435,Minnesota State University-Moorhead,www.mnstate.edu,"4-year, Public",7520.0,1104 7th Ave S,Moorhead,Minnesota,56563,Public,NFP,No
1436,Minot State University,www.minotstateu.edu,"4-year, Public",3432.0,500 University Ave W,Minot,North Dakota,58707,Public,NFP,No
1437,Mirrer Yeshiva Cent Institute,,"4-year, Private not-for-profit",289.0,1791-5 Ocean Pky,Brooklyn,New York,11223-2010,Private,NFP,No
1438,Misericordia University,www.misericordia.edu,"4-year, Private not-for-profit",2501.0,301 Lake St,Dallas,Pennsylvania,18612-1098,Private,NFP,No
1439,Mississippi College,www.mc.edu,"4-year, Private not-for-profit",4741.0,200 South Capitol Street,Clinton,Mississippi,39058,Private,NFP,No
1440,Mississippi State University,www.msstate.edu/,"4-year, Public",17824.0,Mississippi State,,Mississippi,39762,Public,NFP,No
1441,Mississippi University for Women,www.muw.edu,"4-year, Public",2365.0,1100 College Street,Columbus,Mississippi,39701,Public,NFP,No
1442,Mississippi Valley State University,www.mvsu.edu,"4-year, Public",2929.0,14000 Highway 82 West,Itta Bena,Mississippi,38941-1400,Public,NFP,No
1443,Missouri Baptist University,www.mobap.edu,"4-year, Private not-for-profit",4614.0,One College Park Dr,Saint Louis,Missouri,63141-8698,Private,NFP,No
1444,Missouri College,,"4-year, primarily associate's, Private for-profit",510.0,1405 South Hanley,Brentwood,Missouri,63144,Private,For-Profit,Yes
1445,Missouri Southern State University,www.mssu.edu,"4-year, Public",5264.0,3950 E Newman Rd,Joplin,Missouri,64801-1595,Public,NFP,No
1446,Missouri State University,www.missouristate.edu,"4-year, Public",19489.0,901 S National,Springfield,Missouri,65897,Public,NFP,No
1447,Missouri Tech,www.motech.edu,"4-year, primarily associate's, Private for-profit",150.0,1167 Corporate Lake Dr,Saint Louis,Missouri,63132-1716,Private,For-Profit,Yes
1448,Missouri University of Science and Technology,www.mst.edu/,"4-year, Public",6367.0,1870 Miner Circle,Rolla,Missouri,65409,Public,NFP,No
1449,Missouri Valley College,www.moval.edu,"4-year, Private not-for-profit",1727.0,500 E College St,Marshall,Missouri,65340,Private,NFP,No
1450,Missouri Western State University,www.missouriwestern.edu,"4-year, Public",5508.0,4525 Downs Dr,Saint Joseph,Missouri,64507,Public,NFP,No
1451,Mitchell College,www.mitchell.edu,"4-year, Private not-for-profit",936.0,437 Pequot Ave,New London,Connecticut,06320,Private,NFP,No
1452,Molloy College,www.molloy.edu,"4-year, Private not-for-profit",3879.0,1000 Hempstead Ave,Rockville Centre,New York,11571-5002,Private,NFP,No
1453,Monmouth College,www.monm.edu,"4-year, Private not-for-profit",1328.0,700 E Broadway,Monmouth,Illinois,61462-1998,Private,NFP,No
1454,Monmouth University,www.monmouth.edu,"4-year, Private not-for-profit",6442.0,400 Cedar Ave,West Long Branch,New Jersey,07764-1898,Private,NFP,No
1455,Monroe College-Main Campus,www.monroecollege.edu,"4-year, primarily associate's, Private for-profit",4736.0,Monroe College Way,Bronx,New York,10468,Private,For-Profit,Yes
1456,Monroe College-New Rochelle,www.monroecollege.edu,"4-year, Private for-profit",2164.0,434 Main St,New Rochelle,New York,10801,Private,For-Profit,No
1457,Montana State University,www.montana.edu/,"4-year, Public",11976.0,Montana State University,Bozeman,Montana,59717,Public,NFP,No
1458,Montana State University-Billings,www.msubillings.edu,"4-year, Public",3598.0,1500 University Drive,Billings,Montana,59101-0298,Public,NFP,No
1459,Montana State University-Northern,WWW.MSUN.EDU,"4-year, Public",1217.0,300 W 11th St,Havre,Montana,59501,Public,NFP,No
1460,Montana Tech of the University of Montana,www.mtech.edu,"4-year, Public",1980.0,1300 W Park St,Butte,Montana,59701-8997,Public,NFP,No
1461,Montclair State University,www.montclair.edu,"4-year, Public",17475.0,1 Normal Avenue - 855 Valley Road,Montclair,New Jersey,07043-1624,Public,NFP,No
1462,Monterey Institute of International Studies,www.miis.edu,"4-year, Private not-for-profit",849.0,460 Pierce Street,Monterey,California,93940,Private,NFP,No
1463,Montessori Education Center of the Rockies,www.mecr.edu,"4-year, Private not-for-profit",75.0,4745 Walnut Street,Boulder,Colorado,80301,Private,NFP,No
1464,Montessori Institute of Milwaukee,www.montessori6-12ami.org,"4-year, Private not-for-profit",44.0,3195 S Superior St Ste L428,Milwaukee,Wisconsin,53207-3074,Private,NFP,No
1465,Montreat College,www.montreat.edu,"4-year, Private not-for-profit",1113.0,310 Gaither Circle,Montreat,North Carolina,28757-1267,Private,NFP,No
1466,Montserrat College of Art,www.montserrat.edu,"4-year, Private not-for-profit",278.0,23 Essex Street,Beverly,Massachusetts,01915-4508,Private,NFP,No
1467,Moore College of Art and Design,www.moore.edu,"4-year, Private not-for-profit",556.0,20th and the Parkway,Philadelphia,Pennsylvania,19103-1179,Private,NFP,No
1468,Moravian College and Moravian Theological Seminary,www.moravian.edu,"4-year, Private not-for-profit",2040.0,1200 Main St,Bethlehem,Pennsylvania,18018-6650,Private,NFP,No
1469,Morehead State University,www.moreheadstate.edu,"4-year, Public",8832.0,University Blvd,Morehead,Kentucky,40351,Public,NFP,No
1470,Morehouse College,www.morehouse.edu,"4-year, Private not-for-profit",2781.0,830 Westview Dr SW,Atlanta,Georgia,30314,Private,NFP,No
1471,Morehouse School of Medicine,www.msm.edu,"4-year, Private not-for-profit",322.0,720 Westview Dr SW,Atlanta,Georgia,30310-1495,Private,NFP,No
1472,Morgan State University,www.morgan.edu,"4-year, Public",7005.0,1700 East Cold Spring Lane,Baltimore,Maryland,21251-0001,Public,NFP,No
1473,Morningside College,www.morningside.edu,"4-year, Private not-for-profit",1906.0,1501 Morningside Ave,Sioux City,Iowa,51106-1751,Private,NFP,No
1474,Morris College,www.morris.edu,"4-year, Private not-for-profit",921.0,100 West College Street,Sumter,South Carolina,29150-3599,Private,NFP,No
1475,Morrison University,www.morrison.anthem.edu,"4-year, Private for-profit",116.0,"10315 Professional Circle, Second Floor",Reno,Nevada,89521,Private,For-Profit,No
1476,Morrisville State College,www.morrisville.edu,"4-year, primarily associate's, Public",3338.0,Morrisville,,New York,13408,Public,NFP,Yes
1477,Mount Aloysius College,www.mtaloy.edu/home/,"4-year, primarily associate's, Private not-for-profit",1644.0,7373 Admiral Peary Hwy,Cresson,Pennsylvania,16630-1999,Private,NFP,Yes
1478,Mount Angel Seminary,www.mountangelabbey.org/seminary/index.html,"4-year, Private not-for-profit",142.0,1 Abbey Dr,Saint Benedict,Oregon,97373-0505,Private,NFP,No
1479,Mount Carmel College of Nursing,www.mccn.edu,"4-year, Private not-for-profit",731.0,127 So.  Davis Ave,Columbus,Ohio,43222-1504,Private,NFP,No
1480,Mount Holyoke College,www.mtholyoke.edu,"4-year, Private not-for-profit",2241.0,50 College Street,South Hadley,Massachusetts,01075-1489,Private,NFP,No
1481,Mount Ida College,www.mountida.edu,"4-year, Private not-for-profit",1460.0,777 Dedham Street,Newton,Massachusetts,02459,Private,NFP,No
1482,Mount Marty College,www.mtmc.edu,"4-year, Private not-for-profit",1180.0,1105 W. 8th Street,Yankton,South Dakota,57078-3724,Private,NFP,No
1483,Mount Mary College,www.mtmary.edu,"4-year, Private not-for-profit",1862.0,2900 N. Menomonee River Pky,Milwaukee,Wisconsin,53222-4597,Private,NFP,No
1484,Mount Mercy College,www.mtmercy.edu,"4-year, Private not-for-profit",1555.0,1330 Elmhurst Dr NE,Cedar Rapids,Iowa,52402-4797,Private,NFP,No
1485,Mount Olive College,www.moc.edu,"4-year, Private not-for-profit",3390.0,634 Henderson St,Mount Olive,North Carolina,28365-0919,Private,NFP,No
1486,Mount Saint Mary College,www.msmc.edu,"4-year, Private not-for-profit",2629.0,330 Powell Avenue,Newburgh,New York,12550,Private,NFP,No
1487,Mount Sinai School of Medicine,www.mssm.edu,"4-year, Private not-for-profit",902.0,1 Gustave L Levy Place,New York,New York,10029-6574,Private,NFP,No
1488,Mount St Mary's College,www.msmc.la.edu,"4-year, Private not-for-profit",2363.0,12001 Chalon Rd,Los Angeles,California,90049-1599,Private,NFP,No
1489,Mount St Mary's University,www.msmary.edu,"4-year, Private not-for-profit",2079.0,16300 Old Emmitsburg Rd,Emmitsburg,Maryland,21727-7799,Private,NFP,No
1490,Mount St.  Mary's College - Doheny Campus,www.msmc.la.edu,"4-year, Private not-for-profit",,10 Chester Pl.,Los Angeles,California,90007,Private,NFP,No
1491,Mount Union College,www.muc.edu,"4-year, Private not-for-profit",2204.0,1972 Clark Ave.,Alliance,Ohio,44601-3993,Private,NFP,No
1492,Mount Vernon Nazarene University,www.mvnu.edu,"4-year, Private not-for-profit",2558.0,800 Martinsburg Rd,Mount Vernon,Ohio,43050-9500,Private,NFP,No
1493,Mountain State University,www.mountainstate.edu,"4-year, Private not-for-profit",5108.0,609 S Kanawha St,Beckley,West Virginia,25801-9003,Private,NFP,No
1494,Mt Sierra College,www.mtsierra.edu,"4-year, Private for-profit",460.0,101 E Huntington Dr,Monrovia,California,91016,Private,For-Profit,No
1495,Muhlenberg College,www.muhlenberg.edu,"4-year, Private not-for-profit",2492.0,2400 Chew Street,Allentown,Pennsylvania,18104,Private,NFP,No
1496,Multnomah University,www.multnomah.edu,"4-year, Private not-for-profit",840.0,8435 NE Glisan St,Portland,Oregon,97220,Private,NFP,No
1497,Murray State University,www.murraystate.edu,"4-year, Public",10014.0,218 Wells Hall,Murray,Kentucky,42071-3318,Public,NFP,No
1498,Musicians Institute,www.mi.edu,"4-year, primarily associate's, Private for-profit",1206.0,1655 McCadden,Hollywood,California,90028,Private,For-Profit,Yes
1499,Muskingum College,www.muskingum.edu,"4-year, Private not-for-profit",2135.0,163 Stormont Street,New Concord,Ohio,43762,Private,NFP,No
1500,Naropa University,www.naropa.edu,"4-year, Private not-for-profit",1075.0,2130 Arapahoe Ave,Boulder,Colorado,80302-6697,Private,NFP,No
1501,Nashotah House,www.nashotah.edu,"4-year, Private not-for-profit",107.0,2777 Mission Rd,Nashotah,Wisconsin,53058-9793,Private,NFP,No
1502,National American University-Albuquerque,www.national.edu,"4-year, Private for-profit",354.0,"4775 Indian School Road NE, Suite 200",Albuequerque,New Mexico,87110-3976,Private,For-Profit,No
1503,National American University-Austin,www.national.edu,"4-year, Private for-profit",51.0,13801 North Mo Pac Expressway Suite 300,Austin,Texas,78727,Private,For-Profit,No
1504,National American University-Bloomington,www.national.edu,"4-year, Private for-profit",270.0,"7801 Metro Parkway, Suite 200",Bloomington,Minnesota,55425,Private,For-Profit,No
1505,National American University-Brooklyn Center,www.national.edu,"4-year, Private for-profit",331.0,"6120 Earle Brown Drive, Suite 100",Brooklyn Center,Minnesota,55430-4100,Private,For-Profit,No
1506,National American University-Colorado Springs,www.national.edu,"4-year, Private for-profit",276.0,5125 North Academy Boulevard,Colorado Springs,Colorado,80918-4001,Private,For-Profit,No
1507,National American University-Denver,www.national.edu,"4-year, primarily associate's, Private for-profit",274.0,"1325 S. Colorado Boulevard, Suite 100",Denver,Colorado,80222-3308,Private,For-Profit,Yes
1508,National American University-Ellsworth AFB Extension,www.national.edu,"4-year, Private for-profit",324.0,1000 Ellsworth Street  Suite 2400-B,Ellsworth AFB,South Dakota,57706,Private,For-Profit,No
1509,National American University-Independence,www.national.edu,"4-year, Private for-profit",424.0,3620 Arrowhead Avenue,Independence,Missouri,64057,Private,For-Profit,No
1510,National American University-Overland Park,www.national.edu,"4-year, Private for-profit",309.0,10310 Mastin,Overland Park,Kansas,66212-5451,Private,For-Profit,No
1511,National American University-Rapid City,www.national.edu,"4-year, Private for-profit",1637.0,321 Kansas City Street,Rapid City,South Dakota,57701-3692,Private,For-Profit,No
1512,National American University-Rio Rancho,www.national.edu,"4-year, Private for-profit",163.0,"1601 Rio Rancho, Suite 200, Highway 528 & Sara Road",Rio Rancho,New Mexico,87124-1903,Private,For-Profit,No
1513,National American University-Roseville,www.national.edu,"4-year, primarily associate's, Private for-profit",322.0,1550 West Highway 36,Roseville,Minnesota,55113-4035,Private,For-Profit,Yes
1514,National American University-Sioux Falls,www.national.edu,"4-year, primarily associate's, Private for-profit",383.0,"Vista Park Office Building Suite 100,  2801 South Kiwanis Ave",Sioux Falls,South Dakota,57105-4293,Private,For-Profit,Yes
1515,National American University-Wichita,www.national.edu,"4-year, Private for-profit",133.0,7309 E 21st St. N. Suite G40,Wichita,Kansas,67206,Private,For-Profit,No
1516,National American University-Zona Rosa,www.national.edu,"4-year, primarily associate's, Private for-profit",318.0,7490 NW 87th Street,Kansas City,Missouri,64153,Private,For-Profit,Yes
1517,National College of Business and Technology-Arecibo,www.nationalcollegepr.edu,"4-year, primarily associate's, Private for-profit",1724.0,Arecibo Centro Plz Ave Manuel Perez Aviles,Arecibo,Puerto Rico,00612,Private,For-Profit,Yes
1518,National College of Business and Technology-Bayamon,www.nationalcollegepr.edu,"4-year, primarily associate's, Private for-profit",2443.0,St Rd 2 National College Plaza Bldg. Km.,Bayamon,Puerto Rico,00960-2036,Private,For-Profit,Yes
1519,National College of Business and Technology-Rio Grande,www.nationalcollegepr.edu,"4-year, primarily associate's, Private for-profit",1505.0,Carr. #3 Km 22.01 - Barrio Cienaga Baja,Rio Grande,Puerto Rico,00745,Private,For-Profit,Yes
1520,National College of Natural Medicine,www.ncnm.edu,"4-year, Private not-for-profit",71.0,049 SW Porter Street,Portland,Oregon,97201-4848,Private,NFP,No
1521,National College-Lexington,www.national-college.edu,"4-year, primarily associate's, Private for-profit",2723.0,2376 Sir Barton Way,Lexington,Kentucky,40509,Private,For-Profit,Yes
1522,National College-Salem,www.national-college.edu,"4-year, primarily associate's, Private for-profit",4644.0,1813 E Main St,Salem,Virginia,24153,Private,For-Profit,Yes
1523,National Graduate School of Quality Management,www.ngs.edu,"4-year, Private not-for-profit",262.0,186 Jones Road,Falmouth,Massachusetts,02540-2958,Private,NFP,No
1524,National Labor College,www.nlc.edu,"4-year, Private not-for-profit",222.0,10000 New Hampshire Ave,Silver Spring,Maryland,20903-1706,Private,NFP,No
1525,National University,www.nu.edu,"4-year, Private not-for-profit",15521.0,11255 North Torrey Pines Road,La Jolla,California,92037-1011,Private,NFP,No
1526,National University of Health Sciences,www.nuhs.edu,"4-year, Private not-for-profit",691.0,200 E Roosevelt Rd,Lombard,Illinois,60148-4583,Private,NFP,No
1527,National-Louis University,www.nl.edu,"4-year, Private not-for-profit",7056.0,122 S Michigan Ave,Chicago,Illinois,60603,Private,NFP,No
1528,Naval Postgraduate School,www.nps.edu,"4-year, Public",2309.0,1 University Circle,Monterey,California,93943,Public,NFP,No
1529,Nazarene Bible College,www.nbc.edu,"4-year, Private not-for-profit",977.0,1111 Academy Park Loop,Colorado Springs,Colorado,80910-3704,Private,NFP,No
1530,Nazarene Theological Seminary,www.nts.edu,"4-year, Private not-for-profit",300.0,1700 E Meyer Blvd,Kansas City,Missouri,64131-1246,Private,NFP,No
1531,Nazareth College,www.naz.edu,"4-year, Private not-for-profit",3250.0,4245 East Ave,Rochester,New York,14618-3790,Private,NFP,No
1532,Nebraska Christian College,nechristian.edu,"4-year, Private not-for-profit",164.0,12550 S. 114th St.,Papillion,Nebraska,68046,Private,NFP,No
1533,Nebraska Methodist College of Nursing & Allied Health,www.methodistcollege.edu,"4-year, Private not-for-profit",589.0,720 North 87th Street,Omaha,Nebraska,68114-2852,Private,NFP,No
1534,Nebraska Wesleyan University,www.nebrwesleyan.edu/,"4-year, Private not-for-profit",2086.0,5000 St Paul Ave,Lincoln,Nebraska,68504-2794,Private,NFP,No
1535,Ner Israel Rabbinical College,,"4-year, Private not-for-profit",624.0,400 Mount Wilson Ln,Baltimore,Maryland,21208,Private,NFP,No
1536,Neumann College,www.neumann.edu,"4-year, Private not-for-profit",3037.0,One Neumann Drive,Aston,Pennsylvania,19014-1298,Private,NFP,No
1537,Neumont University,www.neumont.edu/,"4-year, Private for-profit",271.0,"10701 S. River Front Parkway, Suite 300",South Jordan,Utah,84095,Private,For-Profit,No
1538,Nevada State College,www.nsc.nevada.edu,"4-year, Public",2126.0,1125 Nevada State Drive,Henderson,Nevada,89015,Public,NFP,No
1539,New Brunswick Theological Seminary,www.nbts.edu,"4-year, Private not-for-profit",220.0,17 Seminary Place,New Brunswick,New Jersey,08901-1107,Private,NFP,No
1540,New College of Florida,www.ncf.edu,"4-year, Public",785.0,5800 Bay Shore Road,Sarasota,Florida,34243-2109,Public,NFP,No
1541,New England College,www.nec.edu/,"4-year, Private not-for-profit",1776.0,98 Bridge St,Henniker,New Hampshire,03242,Private,NFP,No
1542,New England College of Optometry,www.neco.edu,"4-year, Private not-for-profit",461.0,424 Beacon St,Boston,Massachusetts,02115,Private,NFP,No
1543,New England Culinary Institute,www.neci.edu,"4-year, primarily associate's, Private for-profit",516.0,56 College Street,Montpelier,Vermont,05602,Private,For-Profit,Yes
1544,New England Culinary Institute at Essex,www.neci.edu,"4-year, primarily associate's, Private for-profit",152.0,5 Franklin Street,Essex Junction,Vermont,05452,Private,For-Profit,Yes
1545,New England Institute of Technology,www.neit.edu,"4-year, primarily associate's, Private not-for-profit",3162.0,2500 Post Rd,Warwick,Rhode Island,02886-2244,Private,NFP,Yes
1546,New England Law-Boston,www.nesl.edu,"4-year, Private not-for-profit",1110.0,154 Stuart St,Boston,Massachusetts,02116,Private,NFP,No
1547,New England School of Acupuncture,www.nesa.edu,"4-year, Private not-for-profit",191.0,150 California St.,Newton,Massachusetts,02458,Private,NFP,No
1548,New England School of Communications,www.nescom.edu,"4-year, Private not-for-profit",440.0,1 College Circle,Bangor,Maine,04401,Private,NFP,No
1549,New Hampshire Institute of Art,www.nhia.edu,"4-year, Private not-for-profit",354.0,148 Concord St,Manchester,New Hampshire,03104-4858,Private,NFP,No
